manufacturer,series,part_number,digikey_pn,capacitance_uF,voltage_V,tolerance,esr_ohm,tan_delta,lifetime_raw,lifetime_hours,lifetime_temp_C,op_temp_raw,op_temp_min_C,op_temp_max_C,ripple_120hz_A,ripple_hf_A,lead_spacing_mm,diameter_mm,height_mm,mounting,package,aec_q200,rohs,datasheet_url
Nichicon,LKX,LKX2W271MESB40,LKX2W271MESB40-ND,270.0,450,±20%,0.7368,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.23,1.759,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lkx.pdf
Nichicon,LKX,LKX2W271MESC30,LKX2W271MESC30-ND,270.0,450,±20%,0.7368,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.23,1.759,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lkx.pdf
Nichicon,LQS,LQS2W271MELA50,493-7808-ND,270.0,450,±20%,0.7368,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.23,1.759,10.0,25.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LQS,LQS2W271MELB35,493-7807-ND,270.0,450,±20%,0.7368,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.23,1.759,10.0,30.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LQS,LQS2W271MELC30,493-7806-ND,270.0,450,±20%,0.7368,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.23,1.759,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LGC,LGC2H271MELA50,LGC2H271MELA50-ND,270.0,500,±20%,0.7368,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.6,2.288,10.0,25.0,52.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgc.pdf
Nichicon,LGC,LGC2H271MELB35,LGC2H271MELB35-ND,270.0,500,±20%,0.7368,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.48,2.116,10.0,30.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgc.pdf
Nichicon,LGC,LGC2H271MELC30,LGC2H271MELC30-ND,270.0,500,±20%,0.7368,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.43,2.045,10.0,35.0,32.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgc.pdf
Nichicon,LGN,LGN2H271MELB50,493-4358-ND,270.0,500,±20%,0.7368,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.12,1.602,10.0,30.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGN,LGN2H271MELC40,493-4359-ND,270.0,500,±20%,0.7368,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.12,1.602,10.0,35.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGX,LGX2H271MELB50,493-6789-ND,270.0,500,±20%,0.7368,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,1.5,2.145,10.0,30.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgx.pdf
Nichicon,LGX,LGX2H271MELC40,493-6799-ND,270.0,500,±20%,0.7368,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,35.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgx.pdf
Nichicon,LAK,LAKW6331MELC45,LAKW6331MELC45-ND,330.0,420,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.2,1.38,10.0,35.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lak.pdf
Nichicon,LAS,LASW6331MELB45,LASW6331MELB45-ND,330.0,420,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.2,1.38,10.0,30.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-las.pdf
Nichicon,LAS,LASW6331MELC35,LASW6331MELC35-ND,330.0,420,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.2,1.38,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-las.pdf
Nichicon,LGG,LGGW6331MELA45,493-8207-ND,330.0,420,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.35,1.552,10.0,25.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGGW6331MELB35,493-8208-ND,330.0,420,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.42,1.633,10.0,30.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGGW6331MELC30,493-8209-ND,330.0,420,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.42,1.633,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGN,LGNW6331MELA50,493-8384-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,25.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGN,LGNW6331MELB35,493-8385-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,30.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGN,LGNW6331MELC30,493-8386-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGU,LGUW6331MELB,493-2836-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.45,2.074,10.0,30.0,45.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgu.pdf
Nichicon,LGU,LGUW6331MELC,493-2837-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.45,2.074,10.0,35.0,35.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgu.pdf
Nichicon,LQS,LQSW6331MELA50,493-7626-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,25.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LQS,LQSW6331MELB35,493-7823-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,30.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LQS,LQSW6331MELC30,493-7822-ND,330.0,420,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.42,2.031,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LAR,LAR2W331MELB40,493-8076-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.38,1.587,10.0,30.0,40.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lar.pdf
Nichicon,LAR,LAR2W331MELC35,493-3267-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.38,1.587,10.0,35.0,35.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lar.pdf
Nichicon,LAS,LAS2W331MELC35,493-17720-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.4,1.61,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-las.pdf
Nichicon,LGA,LGA2W331MELA45,LGA2W331MELA45-ND,330.0,450,±20%,0.6029,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,1.98,2.831,10.0,25.0,47.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lga.pdf
Nichicon,LGA,LGA2W331MELB35,LGA2W331MELB35-ND,330.0,450,±20%,0.6029,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,2.23,3.189,10.0,30.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lga.pdf
Nichicon,LGG,LGG2W331MELA50,493-8229-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.2,1.716,10.0,25.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGG2W331MELB35,493-8230-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.2,1.716,10.0,30.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGG2W331MELC30,493-8231-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.2,1.716,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGL,LGL2W331MELA45,493-7517-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.12,1.602,10.0,25.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgl.pdf
Nichicon,LGL,LGL2W331MELB35,493-7518-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.12,1.602,10.0,30.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgl.pdf
Nichicon,LGL,LGL2W331MELC25,493-7538-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.07,,10.0,35.0,27.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgl.pdf
Nichicon,LGM,LGM2W331MELA40,493-14677-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.75,,10.0,25.0,42.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1013/LGM_Series_450V.pdf
Nichicon,LGM,LGM2W331MELB30,493-14684-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.73,,10.0,30.0,32.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1013/LGM_Series_450V.pdf
Nichicon,LGN,LGN2W331MELB40,493-8407-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGN,LGN2W331MELC35,493-7126-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGR,LGR2W331MELC50,493-7882-ND,330.0,450,±20%,0.35,0.15,10000 Hrs @ 105°C,10000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,35.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgr.pdf
Nichicon,LGU,LGU2W331MELB,493-2866-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.45,2.074,10.0,30.0,50.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgu.pdf
Nichicon,LGU,LGU2W331MELC,493-2867-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.45,2.074,10.0,35.0,40.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgu.pdf
Nichicon,LGW,LGW2W331MELB45,493-8573-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,2.2,3.146,10.0,30.0,45.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgw.pdf
Nichicon,LGW,LGW2W331MELC35,493-3237-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,2.2,3.146,10.0,35.0,35.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgw.pdf
Nichicon,LGX,LGX2W331MELB45,493-7842-ND,330.0,450,±20%,0.6029,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,1.51,2.159,10.0,30.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgx.pdf
Nichicon,LGX,LGX2W331MELC35,493-7833-ND,330.0,450,±20%,0.6029,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,1.39,1.988,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgx.pdf
Nichicon,LHT,LHT2W331MELB45,LHT2W331MELB45-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 125°C,3000,125,-40°C ~ 125°C,-40,125,1.48,2.116,10.0,30.0,47.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lht.pdf
Nichicon,LHT,LHT2W331MELC35,LHT2W331MELC35-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 125°C,3000,125,-40°C ~ 125°C,-40,125,1.51,2.159,10.0,35.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lht.pdf
Nichicon,LHX,LHX2W331MELB45,LHX2W331MELB45-ND,330.0,450,±20%,0.6029,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,1.48,2.116,10.0,30.0,47.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lhx.pdf
Nichicon,LHX,LHX2W331MELC35,LHX2W331MELC35-ND,330.0,450,±20%,0.6029,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,1.51,2.159,10.0,35.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lhx.pdf
Nichicon,LKX,LKX2W331MESB45,493-14767-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,30.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lkx.pdf
Nichicon,LKX,LKX2W331MESC35,LKX2W331MESC35-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lkx.pdf
Nichicon,LKX,LKX2W331MESC40,LKX2W331MESC40-ND,330.0,450,±20%,0.6029,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,,,10.0,35.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lkx.pdf
Nichicon,LQS,LQS2W331MELB40,493-7805-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LQS,LQS2W331MELC35,493-7804-ND,330.0,450,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LGC,LGC2H331MELA55,LGC2H331MELA55-ND,330.0,500,±20%,0.6029,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.78,2.545,10.0,25.0,57.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgc.pdf
Nichicon,LGC,LGC2H331MELB40,LGC2H331MELB40-ND,330.0,500,±20%,0.6029,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.67,2.388,10.0,30.0,42.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgc.pdf
Nichicon,LGC,LGC2H331MELC35,LGC2H331MELC35-ND,330.0,500,±20%,0.6029,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.63,2.331,10.0,35.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgc.pdf
Nichicon,LGN,LGN2H331MELC45,493-4360-ND,330.0,500,±20%,0.6029,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.25,1.788,10.0,35.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGX,LGX2H331MELC45,493-6771-ND,330.0,500,±20%,0.6029,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,1.6,2.288,10.0,35.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgx.pdf
Nichicon,LAS,LASW6391MELC45,LASW6391MELC45-ND,390.0,420,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.3,1.495,10.0,35.0,47.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-las.pdf
Nichicon,LGG,LGGW6391MELA50,493-8210-ND,390.0,420,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.45,2.074,10.0,25.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGGW6391MELB40,493-8211-ND,390.0,420,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.61,1.851,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGGW6391MELC30,493-8212-ND,390.0,420,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.45,2.074,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGN,LGNW6391MELB40,493-8387-ND,390.0,420,±20%,0.5101,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.61,2.302,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGN,LGNW6391MELC35,493-8388-ND,390.0,420,±20%,0.5101,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.61,2.302,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgn.pdf
Nichicon,LGU,LGUW6391MELB,493-2838-ND,390.0,420,±20%,0.5101,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.55,2.216,10.0,30.0,50.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgu.pdf
Nichicon,LGU,LGUW6391MELC,493-2839-ND,390.0,420,±20%,0.5101,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.55,2.216,10.0,35.0,40.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgu.pdf
Nichicon,LQS,LQSW6391MELB40,493-7800-ND,390.0,420,±20%,0.5101,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.61,2.302,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LQS,LQSW6391MELC35,493-7799-ND,390.0,420,±20%,0.5101,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.61,2.302,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lqs.pdf
Nichicon,LAR,LAR2W391MELB50,493-8077-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.61,1.851,10.0,30.0,50.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lar.pdf
Nichicon,LAR,LAR2W391MELC40,493-3268-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.61,1.851,10.0,35.0,40.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lar.pdf
Nichicon,LGA,LGA2W391MELA50,LGA2W391MELA50-ND,390.0,450,±20%,0.5101,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,2.2,3.146,10.0,25.0,52.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lga.pdf
Nichicon,LGA,LGA2W391MELB40,LGA2W391MELB40-ND,390.0,450,±20%,0.5101,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,2.53,3.618,10.0,30.0,42.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lga.pdf
Nichicon,LGG,LGG2W391MELB40,493-8232-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGG,LGG2W391MELC35,493-8233-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.38,1.973,10.0,35.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgg.pdf
Nichicon,LGL,LGL2W391MELA50,493-7532-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.28,1.83,10.0,25.0,52.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgl.pdf
Nichicon,LGL,LGL2W391MELB40,493-7531-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.28,1.83,10.0,30.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgl.pdf
Nichicon,LGL,LGL2W391MELC30,493-7530-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,1.28,1.83,10.0,35.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-lgl.pdf
Nichicon,LGM,LGM2W391MELA45,493-14675-ND,390.0,450,±20%,0.5101,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.9,,10.0,25.0,47.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1013/LGM_Series_450V.pdf
