manufacturer,series,part_number,digikey_pn,capacitance_uF,voltage_V,tolerance,esr_ohm,tan_delta,lifetime_raw,lifetime_hours,lifetime_temp_C,op_temp_raw,op_temp_min_C,op_temp_max_C,ripple_120hz_A,ripple_hf_A,lead_spacing_mm,diameter_mm,height_mm,mounting,package,aec_q200,rohs,datasheet_url
Chemi-Con,GXM,EGXM421ELL101ML35S,565-EGXM421ELL101ML35S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.73,0.225,7.5,16.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,KHE,EKHE421ELL101MK50S,565-EKHE421ELL101MK50S-ND,100.0,420,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.75,1.125,5.0,12.5,52.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHE,EKHE421ELL101MLN3S,565-EKHE421ELL101MLN3S-ND,100.0,420,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.72,1.08,7.5,16.0,33.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHE,EKHE421ELL101MU40S,565-EKHE421ELL101MU40S-ND,100.0,420,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.74,1.11,7.5,14.5,42.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHF,EKHF421ELL101MK40S,565-EKHF421ELL101MK40S-ND,100.0,420,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.705,1.058,5.0,12.5,40.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF421ELL101MK45S,565-EKHF421ELL101MK45S-ND,100.0,420,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.73,1.095,5.0,12.5,47.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF421ELL101MU35S,565-EKHF421ELL101MU35S-ND,100.0,420,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.7,1.05,7.5,14.5,35.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KMS,EKMS421VSN101MP25S,EKMS421VSN101MP25S-ND,100.0,420,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.7,1.001,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMSN-e.PDF
Chemi-Con,KMT,EKMT421VSN101MP25S,EKMT421VSN101MP25S-ND,100.0,420,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,0.89,1.273,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMTN-e.PDF
Chemi-Con,KRB,EKRB421VSN101MR35M,565-EKRB421VSN101MR35M-ND,100.0,420,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,1.511,4.58,10.0,30.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/KRB%20Series.pdf
Chemi-Con,KWA,EKWA421ELL101MK50S,565-EKWA421ELL101MK50S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.68,1.02,5.0,12.5,52.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWALL-e.PDF
Chemi-Con,KWA,EKWA421ELL101MLN3S,565-EKWA421ELL101MLN3S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.71,1.065,7.5,16.0,33.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWALL-e.PDF
Chemi-Con,KWA,EKWA421ELL101MU40S,565-EKWA421ELL101MU40S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.7,1.05,7.5,14.5,42.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWALL-e.PDF
Chemi-Con,KWB,EKWB421ELL101MK45S,565-EKWB421ELL101MK45S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.73,1.095,5.0,12.5,47.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWBLL-e.PDF
Chemi-Con,KWB,EKWB421ELL101MU35S,565-EKWB421ELL101MU35S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.7,1.05,7.5,14.5,35.0,Through Hole,"Radial, Can",False,True,
Chemi-Con,LRB,ELRB421VSN101MR35M,565-ELRB421VSN101MR35M-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.511,4.58,10.0,30.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/LRB%20Series.pdf
Chemi-Con,LXM,ELXM421VSN101MP35S,ELXM421VSN101MP35S-ND,100.0,420,±20%,1.9894,0.15,7000 Hrs @ 105°C,7000,105,-25°C ~ 105°C,-25,105,0.72,1.03,10.0,22.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXMN-e.PDF
Chemi-Con,LXM,ELXM421VSN101MQ30S,ELXM421VSN101MQ30S-ND,100.0,420,±20%,1.9894,0.15,7000 Hrs @ 105°C,7000,105,-25°C ~ 105°C,-25,105,0.72,1.03,10.0,25.4,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXMN-e.PDF
Chemi-Con,LXS,ELXS421VSN101MP25S,565-ELXS421VSN101MP25S-ND,100.0,420,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,0.7,1.001,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXSN-e.PDF
Chemi-Con,PAG,EPAG421ELL101ML40S,EPAG421ELL101ML40S-ND,100.0,420,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.61,0.915,7.5,16.0,42.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/PAGLL-e.PDF
Chemi-Con,PAG,EPAG421ELL101MM30S,EPAG421ELL101MM30S-ND,100.0,420,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.61,0.915,7.5,18.0,32.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/PAGLL-e.PDF
Chemi-Con,GXM,EGXM451ELL101ML35S,565-EGXM451ELL101ML35S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.73,0.225,7.5,16.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,GXM,EGXM451ELL101ML40S,565-EGXM451ELL101ML40S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.76,0.225,7.5,16.0,42.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,GXM,EGXM451ELL101MM30S,565-EGXM451ELL101MM30S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.74,0.225,7.5,18.0,32.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,KHE,EKHE451ELL101ML35S,565-EKHE451ELL101ML35S-ND,100.0,450,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.74,1.11,7.5,16.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHE,EKHE451ELL101MU40S,565-EKHE451ELL101MU40S-ND,100.0,450,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.74,1.11,7.5,14.5,42.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHF,EKHF451ELL101MK45S,565-EKHF451ELL101MK45S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.73,1.095,5.0,12.5,45.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF451ELL101MK50S,565-EKHF451ELL101MK50S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.75,1.125,5.0,12.5,52.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF451ELL101MLN3S,565-EKHF451ELL101MLN3S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.72,1.08,7.5,18.0,33.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF451ELL101MM25S,565-EKHF451ELL101MM25S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.69,1.035,7.5,18.0,25.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF451ELL101MU35S,565-EKHF451ELL101MU35S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.7,1.05,7.5,14.5,35.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHS,EKHS451VSN101MP25S,565-EKHS451VSN101MP25S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.71,1.015,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHSN-e.PDF
Chemi-Con,KMM,EKMM451VSN101MP35S,565-EKMM451VSN101MP35S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,0.69,0.987,10.0,22.0,37.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMMN-e.PDF
Chemi-Con,KMM,EKMM451VSN101MQ30S,565-EKMM451VSN101MQ30S-ND,100.0,450,±20%,3.315,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,0.69,0.987,10.0,25.4,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMMN-e.PDF
Chemi-Con,KMM,EKMM451VSN101MR25S,565-EKMM451VSN101MR25S-ND,100.0,450,±20%,3.315,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,0.64,0.915,10.0,30.0,27.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMMN-e.PDF
Chemi-Con,KMQ,EKMQ451ELL101MM40S,565-EKMQ451ELL101MM40S-ND,100.0,450,±20%,0.78,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.2,0.3,7.5,18.0,41.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMQLL-e.PDF
Chemi-Con,KMQ,EKMQ451VSN101MP30S,565-3016-ND,100.0,450,±20%,0.78,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.64,0.915,10.0,22.0,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMQN-e.PDF
Chemi-Con,KMQ,EKMQ451VSN101MQ25S,565-3017-ND,100.0,450,±20%,0.78,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.64,0.915,10.0,25.4,27.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMQN-e.PDF
Chemi-Con,KMR,EKMR451VSN101MP25S,565-EKMR451VSN101MP25S-ND,100.0,450,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.71,1.015,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMRN-e.PDF
Chemi-Con,KMT,EKMT451VSN101MP30S,565-EKMT451VSN101MP30S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,0.97,1.387,10.0,22.0,32.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMTN-e.PDF
Chemi-Con,KMT,EKMT451VSN101MQ25S,565-EKMT451VSN101MQ25S-ND,100.0,450,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.04,1.487,10.0,25.4,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMTN-e.PDF
Chemi-Con,KWA,EKWA451ELL101ML35S,565-EKWA451ELL101ML35S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.73,1.095,7.5,16.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWALL-e.PDF
Chemi-Con,KWA,EKWA451ELL101MU45S,565-EKWA451ELL101MU45S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.72,1.08,7.5,14.5,47.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWALL-e.PDF
Chemi-Con,KWB,EKWB451ELL101MK50S,565-EKWB451ELL101MK50S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.75,1.125,5.0,12.5,52.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWBLL-e.PDF
Chemi-Con,KWB,EKWB451ELL101MLN3S,565-EKWB451ELL101MLN3S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.72,1.08,7.5,16.0,33.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWBLL-e.PDF
Chemi-Con,KWB,EKWB451ELL101MM25S,565-EKWB451ELL101MM25S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.69,1.035,7.5,18.0,25.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWBLL-e.PDF
Chemi-Con,KWB,EKWB451ELL101MU35S,565-EKWB451ELL101MU35S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.7,1.05,7.5,14.5,35.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWBLL-e.PDF
Chemi-Con,LHS,ELHS451VSN101MP25S,565-ELHS451VSN101MP25S-ND,100.0,450,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.71,1.015,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LHSN-e.PDF
Chemi-Con,LXM,ELXM451VSN101MP40S,ELXM451VSN101MP40S-ND,100.0,450,±20%,1.9894,0.15,7000 Hrs @ 105°C,7000,105,-25°C ~ 105°C,-25,105,0.74,1.058,10.0,22.0,42.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXMN-e.PDF
Chemi-Con,LXM,ELXM451VSN101MQ30S,ELXM451VSN101MQ30S-ND,100.0,450,±20%,1.9894,0.15,7000 Hrs @ 105°C,7000,105,-25°C ~ 105°C,-25,105,0.72,1.03,10.0,25.4,32.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXMN-e.PDF
Chemi-Con,LXM,ELXM451VSN101MR25S,ELXM451VSN101MR25S-ND,100.0,450,±20%,1.9894,0.15,7000 Hrs @ 105°C,7000,105,-25°C ~ 105°C,-25,105,0.73,1.044,10.0,30.0,27.0,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXMN-e.PDF
Chemi-Con,PAG,EPAG451ELL101MM35S,565-5025-ND,100.0,450,±20%,1.9894,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.65,0.975,7.5,18.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/PAGLL-e.PDF
Chemi-Con,KHS,EKHS501VSN101MP35S,565-EKHS501VSN101MP35S-ND,100.0,500,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,0.79,1.13,10.0,22.0,35.0,Through Hole,"Radial, Can - Snap-In",False,True,
Chemi-Con,KMS,EKMS501VSN101MP45S,565-EKMS501VSN101MP45S-ND,100.0,500,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.83,1.187,10.0,22.0,47.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMSN-e.PDF
Chemi-Con,KMS,EKMS501VSN101MR25S,565-3481-ND,100.0,500,±20%,1.9894,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.82,1.173,10.0,30.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMSN-e.PDF
Chemi-Con,LXS,ELXS501VSN101MR25S,565-3599-ND,100.0,500,±20%,1.9894,0.15,5000 Hrs @ 105°C,5000,105,-25°C ~ 105°C,-25,105,0.82,1.173,10.0,30.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXSN-e.PDF
Chemi-Con,KRB,EKRB451VSN111MR41M,565-EKRB451VSN111MR41M-ND,110.0,450,±20%,1.8086,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,1.62,4.91,10.0,30.0,43.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/KRB%20Series.pdf
Chemi-Con,LRB,ELRB451VSN111MR41M,565-ELRB451VSN111MR41M-ND,110.0,450,±20%,1.8086,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,1.62,4.91,10.0,30.0,43.5,Through Hole,"Radial, Can - Snap-In",False,True,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/LRB%20Series.pdf
Chemi-Con,GXM,EGXM421ELL121ML40S,565-EGXM421ELL121ML40S-ND,120.0,420,±20%,1.6579,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.83,0.27,7.5,16.0,42.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,GXM,EGXM421ELL121MM30S,565-EGXM421ELL121MM30S-ND,120.0,420,±20%,1.6579,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.81,0.27,7.5,18.0,32.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,GXM,EGXM421ELL121MM35S,565-EGXM421ELL121MM35S-ND,120.0,420,±20%,1.6579,0.15,5000 Hrs @ 125°C,5000,125,-40°C ~ 125°C,-40,125,0.83,0.27,7.5,18.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/GXMLL-e.PDF
Chemi-Con,KHE,EKHE421ELL121ML35S,565-EKHE421ELL121ML35S-ND,120.0,420,±20%,1.6579,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.81,1.215,7.5,16.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHE,EKHE421ELL121MMN3S,565-EKHE421ELL121MMN3S-ND,120.0,420,±20%,1.6579,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.815,1.222,7.5,18.0,33.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHE,EKHE421ELL121MU45S,565-EKHE421ELL121MU45S-ND,120.0,420,±20%,1.6579,0.15,2000 Hrs @ 105°C,2000,105,-40°C ~ 105°C,-40,105,0.835,1.252,7.5,14.5,47.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHELL-e.PDF
Chemi-Con,KHF,EKHF421ELL121MK50S,565-EKHF421ELL121MK50S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.82,1.23,5.0,12.5,52.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF421ELL121MLN3S,565-EKHF421ELL121MLN3S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.79,1.185,7.5,18.0,33.5,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF421ELL121MM25S,565-EKHF421ELL121MM25S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.755,1.133,7.5,18.0,25.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KHF,EKHF421ELL121MU40S,565-EKHF421ELL121MU40S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.81,1.215,7.5,14.5,40.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KHFLL-e.PDF
Chemi-Con,KMR,EKMR421VSN121MP25S,EKMR421VSN121MP25S-ND,120.0,420,±20%,1.6579,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.78,1.115,10.0,22.0,37.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMRN-e.PDF
Chemi-Con,KMS,EKMS421VSN121MP30S,EKMS421VSN121MP30S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.81,1.158,10.0,22.0,32.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMSN-e.PDF
Chemi-Con,KMS,EKMS421VSN121MQ25S,EKMS421VSN121MQ25S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-40°C ~ 105°C,-40,105,0.81,1.158,10.0,25.4,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMSN-e.PDF
Chemi-Con,KMT,EKMT421VSN121MP30S,565-EKMT421VSN121MP30S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.06,1.516,10.0,22.0,32.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMTN-e.PDF
Chemi-Con,KMT,EKMT421VSN121MQ25S,EKMT421VSN121MQ25S-ND,120.0,420,±20%,1.6579,0.15,3000 Hrs @ 105°C,3000,105,-25°C ~ 105°C,-25,105,1.09,1.559,10.0,25.4,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMTN-e.PDF
Chemi-Con,KMW,EKMW421VSN121MP25S,EKMW421VSN121MP25S-ND,120.0,420,±20%,1.6579,0.15,2000 Hrs @ 105°C,2000,105,-25°C ~ 105°C,-25,105,0.78,1.115,10.0,22.0,27.5,Through Hole,"Radial, Can - Snap-In",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMWN-e.PDF
Chemi-Con,KWA,EKWA421ELL121ML35S,565-EKWA421ELL121ML35S-ND,120.0,420,±20%,1.6579,0.15,5000 Hrs @ 105°C,5000,105,-40°C ~ 105°C,-40,105,0.8,1.2,7.5,16.0,37.0,Through Hole,"Radial, Can",False,True,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KWALL-e.PDF
